	(1)	(2)	(3)	(4)	(5)
VARIABLES	No Controls	Months from First Publication	Months Exp	Pubs Exp	All Controls
					
time12_1	0.0244*	0.0185	0.0244*	0.0244*	0.0185
	(0.0142)	(0.0140)	(0.0142)	(0.0142)	(0.0140)
time12_2	-0.0146	-0.0265*	-0.0146	-0.0146	-0.0265*
	(0.0144)	(0.0137)	(0.0144)	(0.0144)	(0.0137)
time12_3	-0.0117	-0.0295**	-0.0117	-0.0117	-0.0295**
	(0.0156)	(0.0143)	(0.0156)	(0.0156)	(0.0143)
time12_4	-0.00939	-0.0332**	-0.00939	-0.00939	-0.0332**
	(0.0158)	(0.0136)	(0.0158)	(0.0158)	(0.0136)
time12_5	0.00392	-0.0259*	0.00392	0.00392	-0.0259*
	(0.0169)	(0.0136)	(0.0169)	(0.0169)	(0.0136)
time12_6	0.0179	-0.0178	0.0179	0.0179	-0.0178
	(0.0186)	(0.0144)	(0.0186)	(0.0186)	(0.0144)
time12_7	0.0351*	-0.00660	0.0351*	0.0351*	-0.00660
	(0.0202)	(0.0149)	(0.0202)	(0.0202)	(0.0149)
time12_8	0.00935	-0.0383***	0.00935	0.00935	-0.0383***
	(0.0214)	(0.0145)	(0.0214)	(0.0214)	(0.0145)
time12_9	0.0193	-0.0342**	0.0193	0.0193	-0.0342**
	(0.0226)	(0.0139)	(0.0226)	(0.0226)	(0.0139)
time12_10	0.0468*	-0.0127	0.0468*	0.0468*	-0.0127
	(0.0246)	(0.0143)	(0.0246)	(0.0246)	(0.0143)
time12_11	0.0283	-0.0372***	0.0283	0.0283	-0.0372***
	(0.0260)	(0.0141)	(0.0260)	(0.0260)	(0.0141)
time12_13	0.0622**	-0.0152	0.0622**	0.0622**	-0.0152
	(0.0297)	(0.0145)	(0.0297)	(0.0297)	(0.0145)
time12_14	0.0756**	-0.00772	0.0756**	0.0756**	-0.00772
	(0.0314)	(0.0146)	(0.0314)	(0.0314)	(0.0146)
time12_15	0.0636*	-0.0258*	0.0636*	0.0636*	-0.0258*
	(0.0332)	(0.0139)	(0.0332)	(0.0332)	(0.0139)
time12_16	0.0534	-0.0418***	0.0534	0.0534	-0.0418***
	(0.0351)	(0.0140)	(0.0351)	(0.0351)	(0.0140)
time12_17	0.0603*	-0.0409***	0.0603*	0.0603*	-0.0409***
	(0.0366)	(0.0139)	(0.0366)	(0.0366)	(0.0139)
time12_18	0.0863**	-0.0208	0.0863**	0.0863**	-0.0208
	(0.0386)	(0.0144)	(0.0386)	(0.0386)	(0.0144)
time12_19	0.0597	-0.0534***	0.0597	0.0597	-0.0534***
	(0.0404)	(0.0145)	(0.0404)	(0.0404)	(0.0145)
time12_20	0.0872**	-0.0318**	0.0872**	0.0872**	-0.0318**
	(0.0420)	(0.0144)	(0.0420)	(0.0420)	(0.0144)
time12_21	0.0865**	-0.0386***	0.0865**	0.0865**	-0.0386***
	(0.0438)	(0.0140)	(0.0438)	(0.0438)	(0.0140)
time12_22	0.0960**	-0.0350**	0.0960**	0.0960**	-0.0350**
	(0.0460)	(0.0144)	(0.0460)	(0.0460)	(0.0144)
time12_23	0.106**	-0.0313**	0.106**	0.106**	-0.0313**
	(0.0477)	(0.0137)	(0.0477)	(0.0477)	(0.0137)
time12_24	0.143***		0.143***	0.143***	
	(0.0481)		(0.0481)	(0.0481)	
months_from_start		0.00595***			0.00595***
		(0.00201)			(0.00201)
Constant	0.305***	-1.028**	0.305***	0.305***	-1.028**
	(0.0524)	(0.495)	(0.0524)	(0.0524)	(0.495)
					
Observations	152,049	152,049	152,049	152,049	152,049
R-squared	0.021	0.021	0.021	0.021	0.021
Number of id_numeric	6,354	6,354	6,354	6,354	6,354
Robust standard errors in parentheses					
*** p<0.01, ** p<0.05, * p<0.1					
